1	0.6500000000
2	0.6000000000
3	0.6500000000
4	0.7750000000
5	0.8000000000
6	0.8250000000
7	0.8500000000
8	0.7750000000
9	0.8500000000
10	0.8000000000
11	0.8250000000
12	0.8750000000
13	0.8750000000
14	0.8750000000
15	0.9000000000
16	0.8750000000
17	0.9250000000
18	0.9750000000
19	0.9750000000
20	0.9750000000
21	0.9750000000
22	0.9750000000
23	0.9750000000
24	0.9750000000
25	0.9750000000
26	0.9750000000
27	0.9750000000
28	0.9750000000
29	0.9750000000
30	0.9750000000
31	0.9750000000
32	0.9750000000
33	0.9750000000
34	0.9750000000
35	0.9750000000
36	0.9750000000
37	0.9750000000
38	0.9750000000
39	0.9750000000
40	0.9750000000
41	0.9750000000
42	0.9750000000
43	0.9750000000
44	0.9750000000
45	0.9750000000
46	0.9750000000
47	0.9750000000
48	0.9750000000
49	0.9750000000
50	0.9750000000
51	0.9750000000
52	0.9750000000
53	0.9750000000
54	0.9750000000
55	0.9750000000
56	0.9750000000
57	0.9750000000
58	0.9750000000
59	0.9750000000
60	0.9750000000
61	0.9750000000
62	0.9750000000
63	0.9750000000
64	0.9750000000
65	0.9750000000
66	0.9750000000
67	0.9750000000
68	0.9750000000
69	0.9750000000
70	0.9750000000
71	0.9750000000
72	0.9750000000
73	0.9750000000
74	0.9750000000
75	0.9750000000
76	0.9750000000
77	0.9750000000
78	0.9750000000
79	0.9750000000
80	0.9750000000
81	0.9750000000
82	0.9750000000
83	0.9750000000
84	0.9750000000
85	0.9750000000
86	0.9750000000
87	0.9750000000
88	0.9750000000
89	0.9750000000
90	0.9750000000
91	0.9750000000
92	0.9750000000
93	0.9750000000
94	0.9750000000
95	0.9750000000
96	0.9750000000
97	0.9750000000
98	0.9750000000
99	0.9750000000
100	0.9750000000
