6.538233e-01	2.936290e+00	0.000000e+00
2.003645e-01	4.964847e+00	0.000000e+00
4.282364e-01	3.057485e+00	0.000000e+00
1.000000e+00	2.359880e+00	0.000000e+00
9.585549e-01	3.725277e+00	0.000000e+00
6.514778e-01	2.506621e+00	0.000000e+00
4.027791e-01	3.343078e+00	0.000000e+00
5.751630e-01	3.928612e+00	0.000000e+00
2.070728e-01	3.816911e+00	0.000000e+00
3.556069e-01	4.696547e+00	0.000000e+00
7.085257e-01	3.596471e+00	0.000000e+00
6.926951e-01	3.924791e+00	0.000000e+00
4.578458e-02	4.183231e+00	0.000000e+00
1.000000e+00	2.900069e+00	0.000000e+00
6.821441e-01	2.906542e+00	0.000000e+00
2.839229e-01	4.524821e+00	0.000000e+00
8.925730e-01	2.883428e+00	0.000000e+00
4.401876e-01	3.255960e+00	0.000000e+00
4.060496e-01	3.794454e+00	0.000000e+00
6.528416e-01	2.711815e+00	0.000000e+00
3.493514e-01	5.024906e+00	0.000000e+00
6.476043e-01	2.931261e+00	0.000000e+00
3.789298e-01	4.141869e+00	0.000000e+00
8.783551e-01	2.267154e+00	0.000000e+00
9.783269e-02	5.269299e+00	0.000000e+00
7.173313e-01	3.823485e+00	0.000000e+00
2.526158e-01	3.499556e+00	0.000000e+00
8.447771e-01	2.806470e+00	0.000000e+00
5.533922e-01	4.488282e+00	0.000000e+00
2.277874e-01	4.585750e+00	0.000000e+00
6.177427e-01	3.730968e+00	0.000000e+00
3.214646e-01	4.245938e+00	0.000000e+00
2.852728e-01	4.569569e+00	0.000000e+00
7.741167e-01	3.906927e+00	0.000000e+00
2.553285e-02	5.903223e+00	0.000000e+00
4.033444e-01	4.052291e+00	0.000000e+00
9.418964e-02	4.943722e+00	0.000000e+00
6.046289e-02	4.215528e+00	0.000000e+00
4.186610e-01	4.052075e+00	0.000000e+00
3.832371e-02	5.615451e+00	0.000000e+00
6.538233e-01	2.645578e+00	0.000000e+00
2.003645e-01	4.890374e+00	0.000000e+00
4.282364e-01	2.891611e+00	0.000000e+00
1.000000e+00	2.352213e+00	0.000000e+00
9.585549e-01	3.710827e+00	0.000000e+00
6.514778e-01	2.498888e+00	0.000000e+00
6.469062e-01	2.175372e+00	0.000000e+00
5.751630e-01	3.519435e+00	0.000000e+00
2.070728e-01	3.742683e+00	0.000000e+00
4.002785e-01	4.121781e+00	0.000000e+00
7.085257e-01	3.582455e+00	0.000000e+00
6.926951e-01	3.929296e+00	0.000000e+00
4.578458e-02	4.178563e+00	0.000000e+00
1.049778e+00	1.787418e+00	0.000000e+00
6.821441e-01	2.901533e+00	0.000000e+00
2.839229e-01	4.123656e+00	0.000000e+00
8.925730e-01	2.890950e+00	0.000000e+00
4.401876e-01	3.254333e+00	0.000000e+00
4.060496e-01	3.523934e+00	0.000000e+00
6.528416e-01	2.714658e+00	0.000000e+00
3.493514e-01	5.027065e+00	0.000000e+00
6.476043e-01	2.814074e+00	0.000000e+00
3.789298e-01	4.153297e+00	0.000000e+00
8.783551e-01	2.267154e+00	0.000000e+00
2.490179e-01	4.436309e+00	0.000000e+00
7.173313e-01	3.806624e+00	0.000000e+00
2.526158e-01	3.476669e+00	0.000000e+00
8.447771e-01	2.806470e+00	0.000000e+00
6.440776e-01	3.062220e+00	0.000000e+00
2.277874e-01	4.403911e+00	0.000000e+00
6.177427e-01	3.339931e+00	0.000000e+00
3.214646e-01	4.245725e+00	0.000000e+00
2.495024e-01	4.140937e+00	0.000000e+00
7.741167e-01	3.906927e+00	0.000000e+00
2.553285e-02	5.352280e+00	0.000000e+00
4.033444e-01	4.052291e+00	0.000000e+00
9.418964e-02	4.955992e+00	0.000000e+00
6.046289e-02	4.207438e+00	0.000000e+00
0.000000e+00	6.381808e+00	0.000000e+00
3.832371e-02	5.615577e+00	0.000000e+00
6.538233e-01	2.662660e+00	0.000000e+00
4.094778e-01	4.211990e+00	0.000000e+00
4.321862e-01	2.852513e+00	0.000000e+00
1.000000e+00	2.350912e+00	0.000000e+00
9.585549e-01	3.697207e+00	0.000000e+00
6.514778e-01	2.496112e+00	0.000000e+00
6.469062e-01	2.159186e+00	0.000000e+00
1.000000e+00	2.407724e+00	0.000000e+00
2.070728e-01	3.732168e+00	0.000000e+00
4.002785e-01	4.132594e+00	0.000000e+00
6.726457e-01	3.362724e+00	0.000000e+00
8.602058e-01	2.933651e+00	0.000000e+00
